rlregion,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
RL4144,225.42852345473435,-0.37606898710341335,0.1472744218425206,-2.5535254689747893,0.01066384792838814,0.01475538772111759
RL34057,124.53179556822307,0.3593510945251573,0.14074891549943147,2.5531357968197548,0.010675786396242335,0.014769825642589425
RL57899,601.7157000498747,0.47705766610295336,0.18703214119756637,2.5506721093409626,0.010751542394809447,0.01487253786688671
RL61628,168.73776610955488,-0.5683750938859884,0.22323466064528705,-2.5460880144822977,0.010893771751084167,0.015067160365584016
RL44142,262.48123557024115,-0.4371145354225879,0.17175154009149143,-2.5450399757099036,0.010926522857078796,0.015108202542454771
RL53513,35.71106028876485,-0.47710966127632065,0.18746624852788601,-2.545042987860023,0.010926428602443734,0.015108202542454771
RL12527,122.45300928774195,0.5291363402476479,0.20792891677777126,2.5447943866950182,0.010934210132345735,0.015116703294331284
RL13562,104.1439082997031,-0.3173782816576828,0.12478385810905704,-2.5434241773507633,0.010977187853519716,0.015173984335805689
RL62991,901.18793021361,0.4672152800083804,0.18375813293753165,2.542555654759562,0.011004507430745625,0.015209607736794094
RL32016,255.2538434389229,0.3581265905466785,0.14096471725425458,2.54054062266329,0.011068123525673006,0.015295380385886423
RL29042,89.73957310805956,-0.4213879143287832,0.1659794034450366,-2.538796414389597,0.011123453083566605,0.01536967908831069
RL57968,733.9328788164646,0.46875904539929786,0.1846511492547668,2.5386197014812066,0.011129072432347807,0.015375280147109661
RL47808,113.05639825899011,0.38988696393325617,0.15368267580544506,2.5369610588172895,0.011181939158129688,0.015446144680381704
RL39569,105.18414906368,-0.3952645185372338,0.15580821282564222,-2.5368657490446673,0.011184983778411444,0.015448177314205398
RL41793,104.0182102621654,-0.42966078532043517,0.1694957997657098,-2.534934705841357,0.011246828711017029,0.015531410201404475
RL24018,233.66152185676353,0.41488610014374966,0.163795770882992,2.5329475718889274,0.011310786885519153,0.015617537572525039
RL32498,256.52588297161395,0.48063817991355456,0.18978582777786243,2.532529354489654,0.01132428875311942,0.015633982223482737
RL56687,153.13530397202987,-0.32329868627984526,0.12771726717491422,-2.5313623868656223,0.01136203922203983,0.015683894456062854
RL28931,72.35435796723257,0.48476387457522874,0.19165930457551958,2.5292999765853637,0.011429029819761622,0.01577414937878554
RL33380,157.3256600836422,0.33018305640815304,0.13054615904254466,2.529243746654754,0.011430861163098318,0.015774459896237422
RL37484,164.36562272154552,-0.35261182098641847,0.13944991669455106,-2.5285911196259367,0.011452135528628891,0.01580159770846364
RL62370,1004.777325082767,0.32556856908307086,0.12879011994775913,2.527900193082595,0.01147469667452093,0.015830503139055287
RL33724,304.0767325050667,0.33441826495235955,0.13237860982046135,2.526225841213431,0.011529533773621117,0.01590392213189484
RL39949,140.08661723557861,-0.39808904884908386,0.15773009324893253,-2.5238623819286814,0.011607335812638302,0.01600899405619496
RL34645,272.8790619003724,0.3474317421574085,0.13771750805788405,2.5227855706725357,0.011642937262879495,0.01605584102253569
RL55860,234.97567177123827,0.28724362177048757,0.11396563253355187,2.5204407274791554,0.011720797644872608,0.016160942554429795
RL39596,143.08046811835794,-0.50674533996578,0.20109355601540163,-2.5199481773894767,0.01173721131977315,0.016181302142379943
RL13623,148.90799440098533,-0.34696905121591265,0.13782400162250122,-2.517479155526611,0.011819796321111395,0.016292869156838
RL25913,126.37691136416338,0.2523564169121373,0.10025024853784761,2.517264750888521,0.011826992088165792,0.01630049997274219
RL37212,169.7367312598868,-0.42079070706954935,0.1672265269131366,-2.516291612562898,0.011859701042915179,0.016343287151477273
RL26639,13.615015702339464,-0.730724003746727,0.2905679782891799,-2.5148125682985403,0.011909568038060828,0.01640970368089762
RL50301,463.0951112063241,0.272297266658182,0.1082981127868216,2.5143306716173623,0.011925855624012346,0.016428622666098763
RL56273,110.56159370404346,0.3503165748709189,0.13932925751626232,2.51430734015094,0.011926644703321597,0.016428622666098763
RL62422,183.04576928472596,0.4644260549937307,0.18474878750589943,2.513824644066476,0.01194298006234452,0.01644881686005935
RL28000,1052.3680040220218,0.5286740810491746,0.21040896553051608,2.5126024440840653,0.01198443038216017,0.01650127683017567
RL21392,471.6871872362164,0.44450920353901935,0.17690935253127643,2.5126382363557234,0.011983214694180167,0.01650127683017567
RL13228,70.35782698771558,-0.45068671876620103,0.17960820347843187,-2.509276915184564,0.012097860399833394,0.016655122546805543
RL43929,95.5249641289063,-0.24636817616374868,0.09819749776014804,-2.5089048273461554,0.012110610895273852,0.0166703390792808
RL58123,61.490534236640535,-0.5343921603997471,0.2130184020399361,-2.508666647023109,0.012118778974406684,0.016679244502967573
RL9762,50.08423283010992,0.6032758195401599,0.24051995655196165,2.5082152358107086,0.01213427292118542,0.01669822871160886
RL61463,510.53041974284974,0.49947593793261724,0.19914169963455583,2.5081433916111173,0.012136740473746575,0.01669928421636421
RL51041,2630.1460625239442,0.4242774953653627,0.1692783812923466,2.5063891332504435,0.012197130183971866,0.016780024993920388
RL51355,89.68829860369749,0.5768341779619249,0.23020857190767302,2.5057024296787214,0.01222084212444272,0.016810291309991246
RL6461,30.18254750668561,-0.45421704087380776,0.1813221365114102,-2.5050280655899115,0.012244167722614377,0.016840017792167112
RL39162,52.0788920643942,-0.43635397974194506,0.174233265124553,-2.5044240514577485,0.01226509346321145,0.016866435766522397
RL51514,912.9887738626677,0.28084793348612186,0.11215081239276657,2.504198832751708,0.012272904148585072,0.016874813601106892
RL18491,35.7021335502271,-0.6248914394293262,0.2495896580557266,-2.5036752095305363,0.012291080671047488,0.01689743975776093
RL40351,181.91211359476156,-0.3449578780010382,0.13781577518044003,-2.5030362275246816,0.012313293946518549,0.01692560842032645
RL57434,560.7249280491735,0.26409635975859114,0.10553388449947239,2.5024792843658803,0.012332684261405972,0.016949889355774198
RL26010,164.35063374909194,0.29444967592238774,0.11769277620903616,2.501850031979963,0.012354624606232871,0.016977667734845617
RL37045,438.42137063311196,0.7001404007140033,0.2799115656906012,2.5012914310511194,0.012374130486448719,0.017002093378610104
RL47348,141.07851372012195,-0.40932055835826675,0.16374042726545013,-2.499813669685196,0.012425864280660677,0.01707078724623501
RL9920,274.27586465023893,0.4650483618993042,0.18611015907712855,2.498780099943802,0.012462161468899781,0.01711825788566175
RL6134,131.2794876494612,-0.27861047679898043,0.11150312334703794,-2.4986786776532184,0.01246572829896925,0.01711836832553182
RL47526,76.53566722286915,0.4323346040663727,0.17302425380470518,2.4986936487780183,0.01246520173596648,0.01711836832553182
RL8327,213.07022048232312,-0.46064732439246553,0.1845918692951739,-2.495490869404772,0.012578299235653817,0.017270539498618637
RL5848,271.8035407033374,-0.41816311808934065,0.16757345507329036,-2.4954018994622493,0.012581453896233576,0.017272455929122566
RL1916,158.0121626326157,0.29026854470557206,0.11634121486552194,2.4949760498984954,0.012596563201915557,0.017290781470898905
RL38864,307.91439588026043,0.6081064869041708,0.24374720471797265,2.4948244539164235,0.012601945761327877,0.017295752253842035
RL33849,1032.0010946954426,0.23090686987023964,0.09255675678664708,2.494759733235942,0.012604244350750119,0.017296489592560953
RL30806,133.31166882557568,-0.5462921375579598,0.21901754319067626,-2.4942848394676718,0.012621121812560093,0.017317230152206247
RL30545,63.69558846589335,-0.39393129186937387,0.15795445994087196,-2.493954852663461,0.012632861138935794,0.01733091595199071
RL45363,53.726193581128776,-0.5264809044805224,0.2112660259614205,-2.492028247725281,0.01270159353542601,0.017422775320279846
RL51836,472.93459196526294,0.2917205686207056,0.11708010538720488,2.4916322688293917,0.012715761176689712,0.017439773010487845
RL46070,166.3245082034966,-0.3604686078534177,0.14467999920580704,-2.4914888708331535,0.012720895230533505,0.017444378042708982
RL58810,154.08781521932735,-0.4056644483265173,0.16284406728461528,-2.4911220598384216,0.01273403645152418,0.017459960619096264
RL37552,91.26702168874951,-0.530107485562743,0.21308353135900193,-2.487791910439202,0.012853891784278686,0.01762183684512309
RL61405,898.1081204074278,0.5874458595801857,0.23616485480409302,2.487439801605927,0.012866622691339674,0.01763682786557169
RL29157,13.95521851356079,-0.5471046487469448,0.22001091294851707,-2.486715960653134,0.012892829054682284,0.017670283505510125
RL7232,314.8444681392092,0.2968505893114596,0.11960797989015197,2.4818627451453263,0.01306976073726392,0.017910277761642716
RL53150,192.3406665954301,0.33868538674336746,0.13651720636401293,2.4808988973909134,0.013105153834505025,0.017956273287964192
RL11318,168.70088564024763,-0.4325221626373756,0.17434957505414705,-2.480775548222867,0.01310968940596154,0.01795998185917164
RL40448,189.67445276361036,0.5924320410134919,0.23898958301114318,2.478903195483081,0.0131787068174465,0.018052015754962285
RL54405,164.20996315651672,-0.5219787746286121,0.21067793930952516,-2.4776147722886543,0.013226386226429784,0.018114799545821545
RL44552,46.55350994186879,-0.5619549804239704,0.22688294894325206,-2.4768497722785088,0.013254767931623645,0.018151139462912313
RL4559,222.9475676406231,0.3949379425864238,0.15963897513875405,2.4739443625415034,0.013363050570463279,0.018296870691850167
RL48669,151.75740256281463,-0.424035575702314,0.17143962704583632,-2.4733813471779387,0.01338412397236102,0.018323169860391078
RL358,21.10859925313044,-0.5292659574470121,0.21416967324355496,-2.471246042595059,0.013464314603785558,0.018430383246330385
RL58144,255.1283807827907,-0.48074420077485125,0.19459275945458354,-2.4705143301441965,0.013491891323374887,0.01846555718404758
RL62519,176.43846648554577,-0.297657661227498,0.12053253600777526,-2.4695212685834207,0.013529397572005053,0.018514309386439467
RL52129,226.14027955075645,-0.3638786721943601,0.1473957498899835,-2.4687188909175464,0.013559769270434266,0.018553286085504318
RL38458,141.08251235574812,-0.30348947823554323,0.12303886293680748,-2.4666147832609187,0.013639700490596197,0.01866005277481954
RL8754,105.02648037004546,-0.3516703586361377,0.14264913060252254,-2.4652821727742023,0.013690538950082806,0.01872699435712678
RL12582,182.39433853011917,0.42982525201216837,0.17437674169714568,2.464923061578252,0.013704267468377258,0.018743162470677532
RL13577,483.4674098232766,-0.2783344816116365,0.11292586622805423,-2.464754009940813,0.013710734378114606,0.018749395849197246
RL20584,170.57508687900327,-0.3567411806788735,0.14476118098812735,-2.4643428455321303,0.013726474332774243,0.01876830659257074
RL52649,216.21946419062502,-0.421982610172633,0.17131763080829018,-2.463159268440064,0.013771872460912974,0.018827758257854016
RL26900,598.2778178598535,-0.2629943408951867,0.10681056421026658,-2.462250273085888,0.013806828505770025,0.018870293100440035
RL30784,88.23330362051901,0.49410815555103016,0.20067078995160675,2.462282406274416,0.013805591467178805,0.018870293100440035
RL48506,760.4771066505631,0.2427825417969166,0.09860535284542872,2.462163916978183,0.013810153461280034,0.018872210825183682
RL2271,259.8044406997706,0.3386542867373694,0.13759109124183308,2.4613096944056014,0.01384308156581894,0.018913805473505442
RL8004,66.0862889626032,-0.4984276770643058,0.20250796740065063,-2.4612744054568214,0.013844443354741052,0.018913805473505442
RL375,28.960431806066868,-0.5040886565546137,0.20481861819464575,-2.461146652574142,0.013849374285723895,0.018917910068967682
RL21591,138.76557054370997,0.41050964672345946,0.16707397894355264,2.457053152856039,0.01400819588663611,0.019132195216518304
RL38767,1471.8541135102294,0.43182112817112417,0.17585464055356934,2.4555571966244565,0.014066636580628754,0.019206670080891875
RL42227,126.88437455665188,-0.49993734478359875,0.20359165103673987,-2.455588636556519,0.014065406144995674,0.019206670080891875
RL47598,328.7599266889269,0.5104140234380042,0.20806696410042338,2.4531238086967675,0.014162158525431208,0.01933440799662651
RL20291,259.59052951185555,0.6520766213164392,0.26585605426387326,2.452743170066106,0.014177152040442845,0.019352186966520538
RL54352,98.55281825275604,-0.28307148616800204,0.11547820474661051,-2.451297946561736,0.014234207623683779,0.019427368848446796
RL1150,180.20362408358125,-0.3852719757134193,0.15729717707806654,-2.4493254289122364,0.014312407008093993,0.019531383660295026
RL54409,476.32397759107755,-0.28171059206019194,0.11527959975366045,-2.443715910379424,0.014536868387304775,0.019834824576559655
RL61924,1253.2292806289463,0.27614300602006386,0.11300349477952233,2.4436678401746605,0.014538805224244031,0.019834824576559655
RL47868,21.83546398442722,-0.399569297015753,0.16352857099964363,-2.443421932774205,0.014548716845152989,0.01984558958458152
RL54470,112.44989585891221,-0.3897925370973319,0.15957692349797742,-2.4426623132778493,0.01457937194396562,0.01988464340135311
RL50943,69.9446871017547,0.3168517839589214,0.1297451515884773,2.442108857862409,0.014601742960919671,0.019912389373174723
RL27302,39.11214829924643,0.5263314111428216,0.21645165486307272,2.431634960128989,0.015030847418650574,0.02049471280910145
RL396,102.16348169606131,-0.5694299183512123,0.23426032238287395,-2.4307569995593994,0.015067316088881014,0.020541586004832926
RL58486,365.3414404347842,0.47771340599758016,0.19654508894499254,2.430553765356502,0.015075769118268805,0.020550257182315332
RL51928,116.59068159850841,0.8835722187136644,0.3637997529174505,2.428732322185373,0.015151714246464517,0.0206509137960141
RL17126,26.214699488613633,-0.5899169974063261,0.2429616652992225,-2.4280250000748325,0.015181296760731685,0.02068836166949558
RL52843,352.11987041549537,0.4829297726080692,0.19895521137215869,2.4273290921981308,0.015210451518506298,0.02072521630522157
RL45697,153.23921344904656,-0.30990309745413525,0.12772299836926138,-2.426368793489885,0.015250763765968268,0.020777261401471753
RL58596,130.82867666491504,-0.28295533887992425,0.1167246100954386,-2.424127513885623,0.01534521631665971,0.020903041230350722
RL9875,243.5365947525895,0.3784058580470923,0.156173556620622,2.42298290591101,0.015393651014906763,0.020963247094054265
RL26182,121.98745870054803,-0.4064041015075628,0.1677288891472138,-2.4229821324987517,0.015393683787701153,0.020963247094054265
RL8687,42.662965281456835,-0.7808459134708654,0.3225218147390187,-2.4210638716104143,0.015475157950526132,0.02107127718721112
RL22175,125.14889354096427,-0.4725700424796531,0.19537651703959052,-2.418765825290523,0.015573262171589893,0.02120191799875402
RL19386,101.4031553188928,0.681033939435654,0.28158925181943406,2.4185366985255508,0.015583073592477539,0.021212334721115805
RL52698,158.86992768897608,0.2906939965820956,0.12033113110920135,2.4157837951202232,0.01570138139977745,0.021370417927347826
RL60631,115.55927505317054,-0.35181555789790164,0.14564362922935586,-2.415591809675873,0.015709661494712625,0.021378724484212578
RL14662,134.37040258465035,0.4504018140221724,0.186517451062042,2.414797175586286,0.015743973946011503,0.021422450346381176
RL49470,78.82650819918844,-0.31338481763522724,0.12978654742306114,-2.4146171067614315,0.01575175850771192,0.02143007322606415
RL5293,437.124581399549,-0.2537447127658475,0.1050939882774477,-2.4144550694561375,0.01575876644202575,0.02143663754823284
RL21738,11.600278483271378,-0.6278160369477062,0.260042819229239,-2.414279459085002,0.015766364492902106,0.021444002675941643
RL41218,112.99341446043921,0.4120533173677783,0.17068208974083537,2.414156740132736,0.01577167602823906,0.021448256279920724
RL21103,75.7075202378094,-0.46383959068913116,0.19214860510407458,-2.4139628306846097,0.0157800720468535,0.021455212623156816
RL761,33.01817381305441,0.4080649330157579,0.16904534654269873,2.4139376880906083,0.015781160975260864,0.021455212623156816
RL56803,122.95204773012554,-0.42571769184499125,0.17644840091156114,-2.4127035985912277,0.015834690824037993,0.02152500884441488
RL51701,171.11968590732016,-0.25653655977029255,0.10634586017682346,-2.4122853427838553,0.01585286927940161,0.021546737207435822
RL52228,193.8834576166097,0.5299548644704745,0.21972811740618203,2.4118664043838214,0.01587109579737442,0.021568524872711988
RL62183,77.11016572426159,-0.40759752763562906,0.16906581046980923,-2.410880866468359,0.015914045728145185,0.021623900518940874
RL53101,125.96997456332109,0.3171199124267421,0.13162058440704524,2.409348916473643,0.01598101131991311,0.02171188864990962
RL58375,78.16490200555911,-0.4354667109069394,0.1807644950085688,-2.4090278950315818,0.015995075374178207,0.0217279900642454
RL27930,197.71942186481414,-0.44471220802461026,0.18465074054097,-2.40839655839852,0.016022766185673915,0.021762595289532206
RL60011,271.0224783951062,0.43425154124403065,0.18040499066573235,2.4070927286520796,0.016080086381788802,0.02183742888523939
RL61491,144.7871872877465,0.381010290178243,0.1583518998428998,2.4060986357362406,0.016123910667625033,0.021893916310298373
RL61424,245.31693235740715,0.39945919467760427,0.16613082087521014,2.4044857695469988,0.01619523674434759,0.021987726369347895
RL62639,184.349052680738,0.33883231309184547,0.14103401939911162,2.402486396796118,0.016284040198981133,0.022105235658556086
RL31457,159.8398804519753,-0.3694919298446298,0.15381115672338358,-2.402244009575521,0.016294835013771023,0.022116832043570345
RL8835,316.35651014825476,-0.34042943078357274,0.14178510032497543,-2.4010240145353703,0.016349263521262675,0.02218764065489213
RL38475,217.10865146555955,-0.19835310619314936,0.08265294746181615,-2.3998310076574603,0.016402642392558283,0.02225700542972535
RL31291,163.54724554048647,-0.7895243947785892,0.3293298060473255,-2.397366956409444,0.016513376670027117,0.022404166744911063
RL32228,43.83742916067929,0.47884784425101456,0.20000809609525944,2.394142305234234,0.016659283845631215,0.022599000879140563
RL13231,100.06102253753916,0.3489344607123182,0.14586121963793494,2.3922360006207493,0.01674607060706167,0.022713593005710717
RL50381,79.2560795883921,-0.3527986087621195,0.1475222193180902,-2.3914947212216786,0.016779925258869,0.02275636873941356
RL54967,90.79271147539434,-0.5785509602905691,0.2419493400654388,-2.391207019345832,0.016793080943570595,0.022771065294927263
RL61205,64.25744809171191,-0.5511960506571371,0.23074344525080911,-2.3887831355642994,0.0169042773390871,0.022918680583989416
RL13835,83.21077964330851,0.3916165357756021,0.1639453653419625,2.388701473559535,0.016908034834363733,0.022920610446362764
RL35770,49.74542399519524,0.43110490034170096,0.18056246101397555,2.387566595629938,0.016960329647412783,0.022988328107328298
RL41371,212.7325760713957,0.267973781552402,0.11230940661732021,2.3860314965912695,0.017031292351431665,0.023081326371937477
RL18848,24.325384628038815,-0.5808897872215003,0.24396286784519083,-2.3810582009968417,0.017262984245317088,0.023392094009799063
RL43395,235.35606261396725,0.36129126724588023,0.1518187839464022,2.379753399773178,0.01732422721610817,0.023471842061559358
RL33224,107.91306759594868,0.4157609312988216,0.17483679757611678,2.3779944328814207,0.017407088722417252,0.023580854083892596
RL44915,168.2923332052116,0.6590472025768787,0.27736031848203835,2.3761409208922513,0.01749477991202542,0.023696377756702015
RL272,115.40553527434943,0.4025802513443358,0.16958245068168276,2.3739499560600463,0.01759893556532712,0.02383416732195729
RL44437,161.66024698690748,-0.3501048420987394,0.14762457413449664,-2.3715891757951395,0.017711772021531097,0.023981609048362905
RL42814,55.46594212660824,0.4732830762517548,0.19956529607677567,2.3715700352513993,0.017712689452930364,0.023981609048362905
RL63883,123.98498679148946,-0.44258805512738086,0.18684923946144288,-2.368690696323175,0.01785117518115289,0.02416577616196876
RL18422,99.7067749336951,0.595938276815136,0.25160994612262655,2.3685004746382123,0.017860357468000146,0.024174873926362708
RL28644,271.4633373176605,0.2892902245684868,0.12214976132091147,2.368324108374346,0.01786887462959686,0.024183069027376124
RL20951,145.30600780841843,-0.2851597915470862,0.1204311316798925,-2.3678245613853783,0.017893018301992844,0.02421240729303703
RL24525,102.53838299417012,-0.3753263825084351,0.15855285196570051,-2.367200449914511,0.017923222471606163,0.02424993726524835
RL14555,181.16501889992412,-0.3956069529991185,0.16730567937739976,-2.3645757542200836,0.018050735297353276,0.024419096379667885
RL49957,169.4297662747929,0.33937998112324386,0.14356131368931854,2.3640072133757224,0.018078460580765465,0.02445323455965797
RL58653,52.508246752466434,0.6551148176244936,0.2771609330069684,2.363662189028721,0.01809530410742316,0.024472646513551223
RL51925,81.70109082792555,0.6487589599304269,0.27451058598738953,2.3633294781580103,0.01811155952508041,0.02449125785407458
RL12444,68.19226619871696,0.33111769571331007,0.14011306284190242,2.36321788273895,0.01811701466029712,0.02449526145726528
RL44470,85.64943214206028,-0.35224531890967437,0.14908657390001567,-2.3626897425780693,0.018142851336608992,0.024526817197893767
RL64328,238.8264631612713,-0.3231893584000546,0.13680487232999872,-2.3624111692488694,0.018156492168764866,0.02454187929762849
RL5229,417.59344053934996,-0.3544579161984218,0.15006873429294634,-2.3619704521962,0.018178090996396345,0.02456769248343134
RL14743,145.75378867417402,-0.3679131563371325,0.1558601817792278,-2.3605333455742574,0.018248677633964896,0.02465969648624402
RL41470,233.76308866651885,0.476791444035051,0.20208497248857765,2.3593612041687093,0.018306427495682856,0.02473433104122257
RL35430,109.87173733733815,-0.39616034963306423,0.16796100118988871,-2.35864484509225,0.018341800277689512,0.02477871491634489
RL26214,34.43976039425807,-0.6231238765196474,0.26443791617537493,-2.3564089655977787,0.018452589885935906,0.024924956352117
RL22485,236.18886290285374,0.23814475075079752,0.10106755596421595,2.3562927635760307,0.018458363765337275,0.02492932638916408
RL33753,206.64965883959465,-0.5492658099833753,0.23315052020291288,-2.355842095078083,0.018480771671527785,0.024956157565236912
RL63351,142.0217278180605,-0.24326853180450192,0.10326824550791694,-2.355695408670926,0.018488070270942313,0.02496258078656036
RL41635,116.58623412890236,-0.39836421811635125,0.16924966922370008,-2.3537075135421786,0.01858722995727006,0.025093015972008793
RL18590,100.64664396277009,-0.5925163574889973,0.25189409690027414,-2.3522439182986368,0.018660533788527726,0.02518851433722918
RL46478,169.88298717828448,0.35512779680646644,0.15104480048408914,2.3511421490068116,0.0187158823919993,0.02525841502319925
RL59054,110.77736597270396,-0.2401450217570842,0.10214109393358416,-2.3511107283933654,0.01871746294539928,0.02525841502319925
RL21219,76.51605860972943,-0.3828521116874985,0.16286610992777914,-2.3507168671080145,0.018737285285985263,0.02528169023198341
RL51889,596.7927968231338,0.2883083422223348,0.12285713496630754,2.346695959509399,0.018940703435203477,0.025552645656504763
RL158,180.7511817483943,0.4444611737915562,0.18943686467869272,2.3462232366726234,0.01896474493786798,0.02558156528706917
RL4206,13.725103444963365,-0.6270748715741357,0.2672800947174175,-2.346133827276259,0.018969295075941407,0.025584188661687216
RL34126,152.49210800317564,-0.262606416111508,0.11198767458144539,-2.3449582027040123,0.019029212700122478,0.02565795259030657
RL2037,326.74319934689134,0.36760171171270906,0.15676156184731357,2.344973521447526,0.019028430892561857,0.02565795259030657
RL62307,410.71708903846957,0.46522432531412133,0.19841533663853878,2.34469942291628,0.019042424033346977,0.02567224107735685
RL37808,89.86034011986203,0.5332414225270065,0.2275026906799877,2.343890619197468,0.019083767130176142,0.02572444656394368
RL1809,426.5878807911062,0.30513563130806187,0.13025383388972891,2.3426230322432233,0.019148719420699116,0.0258084579620183
RL55045,77.64258402876666,-0.37432630027900454,0.15980898676774793,-2.3423357337407866,0.019163467687728444,0.02582479109283564
RL4594,291.0478038546925,0.22724924810170247,0.09714105379819554,2.3393739229327135,0.01931608991125429,0.026026893925427706
